,Date,Wochentag,Feiertag
986,2020-09-13,nan,0
987,2020-09-14,nan,0
988,2020-09-15,nan,0
989,2020-09-16,nan,0
990,2020-09-17,nan,0
991,2020-09-18,nan,0
992,2020-09-19,nan,0
993,2020-09-20,Sonntag,1
994,2020-09-21,nan,0
995,2020-09-22,nan,0
996,2020-09-23,nan,0
997,2020-09-24,nan,0
998,2020-09-25,nan,0
999,2020-09-26,nan,0
1000,2020-09-27,nan,0
1001,2020-09-28,nan,0
1002,2020-09-29,nan,0
1003,2020-09-30,nan,0
1004,2020-10-01,nan,0
1005,2020-10-02,nan,0
1006,2020-10-03,Samstag,1
1007,2020-10-04,nan,0
1008,2020-10-05,nan,0
1009,2020-10-06,nan,0
1010,2020-10-07,nan,0
1011,2020-10-08,nan,0
1012,2020-10-09,nan,0
1013,2020-10-10,nan,0
1014,2020-10-11,nan,0
1015,2020-10-12,nan,0
1016,2020-10-13,nan,0
1017,2020-10-14,nan,0
1018,2020-10-15,nan,0
1019,2020-10-16,nan,0
1020,2020-10-17,nan,0
1021,2020-10-18,nan,0
1022,2020-10-19,nan,0
1023,2020-10-20,nan,0
1024,2020-10-21,nan,0
1025,2020-10-22,nan,0
1026,2020-10-23,nan,0
1027,2020-10-24,nan,0
1028,2020-10-25,nan,0
1029,2020-10-26,nan,0
1030,2020-10-27,nan,0
1031,2020-10-28,nan,0
1032,2020-10-29,nan,0
1033,2020-10-30,nan,0
1034,2020-10-31,Samstag,1
1035,2020-11-01,Sonntag,1
1036,2020-11-02,nan,0
1037,2020-11-03,nan,0
1038,2020-11-04,nan,0
1039,2020-11-05,nan,0
1040,2020-11-06,nan,0
1041,2020-11-07,nan,0
1042,2020-11-08,nan,0
1043,2020-11-09,nan,0
1044,2020-11-10,nan,0
1045,2020-11-11,nan,0
1046,2020-11-12,nan,0
1047,2020-11-13,nan,0
1048,2020-11-14,nan,0
1049,2020-11-15,nan,0
1050,2020-11-16,nan,0
1051,2020-11-17,nan,0
1052,2020-11-18,Mittwoch,1
1053,2020-11-19,nan,0
1054,2020-11-20,nan,0
1055,2020-11-21,nan,0
1056,2020-11-22,nan,0
1057,2020-11-23,nan,0
1058,2020-11-24,nan,0
1059,2020-11-25,nan,0
1060,2020-11-26,nan,0
1061,2020-11-27,nan,0
1062,2020-11-28,nan,0
1063,2020-11-29,nan,0
1064,2020-11-30,nan,0
1065,2020-12-01,nan,0
1066,2020-12-02,nan,0
1067,2020-12-03,nan,0
1068,2020-12-04,nan,0
1069,2020-12-05,nan,0
1070,2020-12-06,nan,0
1071,2020-12-07,nan,0
1072,2020-12-08,nan,0
1073,2020-12-09,nan,0
1074,2020-12-10,nan,0
1075,2020-12-11,nan,0
1076,2020-12-12,nan,0
1077,2020-12-13,nan,0
1078,2020-12-14,nan,0
1079,2020-12-15,nan,0
1080,2020-12-16,nan,0
1081,2020-12-17,nan,0
1082,2020-12-18,nan,0
1083,2020-12-19,nan,0
1084,2020-12-20,nan,0
1085,2020-12-21,nan,0
1086,2020-12-22,nan,0
1087,2020-12-23,nan,0
1088,2020-12-24,nan,0
1089,2020-12-25,Freitag,1
1090,2020-12-26,Samstag,1
1091,2020-12-27,nan,0
1092,2020-12-28,nan,0
1093,2020-12-29,nan,0
1094,2020-12-30,nan,0
1095,2020-12-31,nan,0
1096,2021-01-01,Freitag,1
1097,2021-01-02,nan,0
1098,2021-01-03,nan,0
1099,2021-01-04,nan,0
1100,2021-01-05,nan,0
1101,2021-01-06,Mittwoch,1
1102,2021-01-07,nan,0
1103,2021-01-08,nan,0
1104,2021-01-09,nan,0
1105,2021-01-10,nan,0
1106,2021-01-11,nan,0
1107,2021-01-12,nan,0
1108,2021-01-13,nan,0
1109,2021-01-14,nan,0
1110,2021-01-15,nan,0
1111,2021-01-16,nan,0
1112,2021-01-17,nan,0
1113,2021-01-18,nan,0
1114,2021-01-19,nan,0
1115,2021-01-20,nan,0
1116,2021-01-21,nan,0
1117,2021-01-22,nan,0
1118,2021-01-23,nan,0
1119,2021-01-24,nan,0
1120,2021-01-25,nan,0
1121,2021-01-26,nan,0
1122,2021-01-27,nan,0
1123,2021-01-28,nan,0
1124,2021-01-29,nan,0
1125,2021-01-30,nan,0
1126,2021-01-31,nan,0
1127,2021-02-01,nan,0
1128,2021-02-02,nan,0
1129,2021-02-03,nan,0
1130,2021-02-04,nan,0
1131,2021-02-05,nan,0
1132,2021-02-06,nan,0
1133,2021-02-07,nan,0
1134,2021-02-08,nan,0
1135,2021-02-09,nan,0
1136,2021-02-10,nan,0
1137,2021-02-11,nan,0
1138,2021-02-12,nan,0
1139,2021-02-13,nan,0
1140,2021-02-14,nan,0
1141,2021-02-15,nan,0
1142,2021-02-16,nan,0
1143,2021-02-17,nan,0
1144,2021-02-18,nan,0
1145,2021-02-19,nan,0
1146,2021-02-20,nan,0
1147,2021-02-21,nan,0
1148,2021-02-22,nan,0
1149,2021-02-23,nan,0
1150,2021-02-24,nan,0
1151,2021-02-25,nan,0
1152,2021-02-26,nan,0
1153,2021-02-27,nan,0
1154,2021-02-28,nan,0
1155,2021-03-01,nan,0
1156,2021-03-02,nan,0
1157,2021-03-03,nan,0
1158,2021-03-04,nan,0
1159,2021-03-05,nan,0
1160,2021-03-06,nan,0
1161,2021-03-07,nan,0
1162,2021-03-08,Montag,1
1163,2021-03-09,nan,0
1164,2021-03-10,nan,0
1165,2021-03-11,nan,0
1166,2021-03-12,nan,0
1167,2021-03-13,nan,0
1168,2021-03-14,nan,0
1169,2021-03-15,nan,0
1170,2021-03-16,nan,0
1171,2021-03-17,nan,0
1172,2021-03-18,nan,0
1173,2021-03-19,nan,0
1174,2021-03-20,nan,0
1175,2021-03-21,nan,0
1176,2021-03-22,nan,0
1177,2021-03-23,nan,0
1178,2021-03-24,nan,0
1179,2021-03-25,nan,0
1180,2021-03-26,nan,0
1181,2021-03-27,nan,0
1182,2021-03-28,nan,0
1183,2021-03-29,nan,0
1184,2021-03-30,nan,0
1185,2021-03-31,nan,0
1186,2021-04-01,nan,0
1187,2021-04-02,Freitag,1
1188,2021-04-03,nan,0
1189,2021-04-04,Sonntag,1
1190,2021-04-05,Montag,1
1191,2021-04-06,nan,0
1192,2021-04-07,nan,0
1193,2021-04-08,nan,0
1194,2021-04-09,nan,0
1195,2021-04-10,nan,0
1196,2021-04-11,nan,0
1197,2021-04-12,nan,0
1198,2021-04-13,nan,0
1199,2021-04-14,nan,0
1200,2021-04-15,nan,0
1201,2021-04-16,nan,0
1202,2021-04-17,nan,0
1203,2021-04-18,nan,0
1204,2021-04-19,nan,0
1205,2021-04-20,nan,0
1206,2021-04-21,nan,0
1207,2021-04-22,nan,0
1208,2021-04-23,nan,0
1209,2021-04-24,nan,0
1210,2021-04-25,nan,0
1211,2021-04-26,nan,0
1212,2021-04-27,nan,0
1213,2021-04-28,nan,0
1214,2021-04-29,nan,0
1215,2021-04-30,nan,0
1216,2021-05-01,Samstag,1
1217,2021-05-02,nan,0
1218,2021-05-03,nan,0
1219,2021-05-04,nan,0
1220,2021-05-05,nan,0
1221,2021-05-06,nan,0
1222,2021-05-07,nan,0
1223,2021-05-08,nan,0
1224,2021-05-09,nan,0
1225,2021-05-10,nan,0
1226,2021-05-11,nan,0
1227,2021-05-12,nan,0
1228,2021-05-13,Donnerstag,1
1229,2021-05-14,nan,0
1230,2021-05-15,nan,0
1231,2021-05-16,nan,0
1232,2021-05-17,nan,0
1233,2021-05-18,nan,0
1234,2021-05-19,nan,0
1235,2021-05-20,nan,0
1236,2021-05-21,nan,0
1237,2021-05-22,nan,0
1238,2021-05-23,Sonntag,1
1239,2021-05-24,Montag,1
1240,2021-05-25,nan,0
1241,2021-05-26,nan,0
1242,2021-05-27,nan,0
1243,2021-05-28,nan,0
1244,2021-05-29,nan,0
1245,2021-05-30,nan,0
1246,2021-05-31,nan,0
1247,2021-06-01,nan,0
1248,2021-06-02,nan,0
1249,2021-06-03,Donnerstag,1
1250,2021-06-04,nan,0
1251,2021-06-05,nan,0
1252,2021-06-06,nan,0
1253,2021-06-07,nan,0
1254,2021-06-08,nan,0
1255,2021-06-09,nan,0
1256,2021-06-10,nan,0
1257,2021-06-11,nan,0
1258,2021-06-12,nan,0
1259,2021-06-13,nan,0
1260,2021-06-14,nan,0
1261,2021-06-15,nan,0
1262,2021-06-16,nan,0
1263,2021-06-17,nan,0
1264,2021-06-18,nan,0
1265,2021-06-19,nan,0
1266,2021-06-20,nan,0
1267,2021-06-21,nan,0
1268,2021-06-22,nan,0
1269,2021-06-23,nan,0
1270,2021-06-24,nan,0
1271,2021-06-25,nan,0
1272,2021-06-26,nan,0
1273,2021-06-27,nan,0
1274,2021-06-28,nan,0
1275,2021-06-29,nan,0
1276,2021-06-30,nan,0
1277,2021-07-01,nan,0
1278,2021-07-02,nan,0
1279,2021-07-03,nan,0
1280,2021-07-04,nan,0
1281,2021-07-05,nan,0
1282,2021-07-06,nan,0
1283,2021-07-07,nan,0
1284,2021-07-08,nan,0
1285,2021-07-09,nan,0
1286,2021-07-10,nan,0
1287,2021-07-11,nan,0
1288,2021-07-12,nan,0
1289,2021-07-13,nan,0
1290,2021-07-14,nan,0
1291,2021-07-15,nan,0
1292,2021-07-16,nan,0
1293,2021-07-17,nan,0
1294,2021-07-18,nan,0
1295,2021-07-19,nan,0
1296,2021-07-20,nan,0
1297,2021-07-21,nan,0
1298,2021-07-22,nan,0
1299,2021-07-23,nan,0
1300,2021-07-24,nan,0
1301,2021-07-25,nan,0
1302,2021-07-26,nan,0
1303,2021-07-27,nan,0
1304,2021-07-28,nan,0
1305,2021-07-29,nan,0
1306,2021-07-30,nan,0
1307,2021-07-31,nan,0
1308,2021-08-01,nan,0
1309,2021-08-02,nan,0
1310,2021-08-03,nan,0
1311,2021-08-04,nan,0
1312,2021-08-05,nan,0
1313,2021-08-06,nan,0
1314,2021-08-07,nan,0
1315,2021-08-08,Sonntag,1
1316,2021-08-09,nan,0
1317,2021-08-10,nan,0
1318,2021-08-11,nan,0
1319,2021-08-12,nan,0
1320,2021-08-13,nan,0
1321,2021-08-14,nan,0
1322,2021-08-15,Sonntag,1
1323,2021-08-16,nan,0
1324,2021-08-17,nan,0
1325,2021-08-18,nan,0
1326,2021-08-19,nan,0
1327,2021-08-20,nan,0
1328,2021-08-21,nan,0
1329,2021-08-22,nan,0
1330,2021-08-23,nan,0
1331,2021-08-24,nan,0
1332,2021-08-25,nan,0
1333,2021-08-26,nan,0
1334,2021-08-27,nan,0
1335,2021-08-28,nan,0
1336,2021-08-29,nan,0
1337,2021-08-30,nan,0
1338,2021-08-31,nan,0
1339,2021-09-01,nan,0
1340,2021-09-02,nan,0
1341,2021-09-03,nan,0
1342,2021-09-04,nan,0
1343,2021-09-05,nan,0
1344,2021-09-06,nan,0
1345,2021-09-07,nan,0
1346,2021-09-08,nan,0
1347,2021-09-09,nan,0
1348,2021-09-10,nan,0
1349,2021-09-11,nan,0
1350,2021-09-12,nan,0
1351,2021-09-13,nan,0
1352,2021-09-14,nan,0
1353,2021-09-15,nan,0
1354,2021-09-16,nan,0
1355,2021-09-17,nan,0
1356,2021-09-18,nan,0
1357,2021-09-19,nan,0
1358,2021-09-20,Montag,1
1359,2021-09-21,nan,0
1360,2021-09-22,nan,0
1361,2021-09-23,nan,0
1362,2021-09-24,nan,0
1363,2021-09-25,nan,0
1364,2021-09-26,nan,0
1365,2021-09-27,nan,0
1366,2021-09-28,nan,0
1367,2021-09-29,nan,0
1368,2021-09-30,nan,0
1369,2021-10-01,nan,0
1370,2021-10-02,nan,0
1371,2021-10-03,Sonntag,1
1372,2021-10-04,nan,0
1373,2021-10-05,nan,0
1374,2021-10-06,nan,0
1375,2021-10-07,nan,0
1376,2021-10-08,nan,0
1377,2021-10-09,nan,0
1378,2021-10-10,nan,0
1379,2021-10-11,nan,0
1380,2021-10-12,nan,0
1381,2021-10-13,nan,0
1382,2021-10-14,nan,0
1383,2021-10-15,nan,0
1384,2021-10-16,nan,0
1385,2021-10-17,nan,0
1386,2021-10-18,nan,0
1387,2021-10-19,nan,0
1388,2021-10-20,nan,0
1389,2021-10-21,nan,0
1390,2021-10-22,nan,0
1391,2021-10-23,nan,0
1392,2021-10-24,nan,0
1393,2021-10-25,nan,0
1394,2021-10-26,nan,0
1395,2021-10-27,nan,0
1396,2021-10-28,nan,0
1397,2021-10-29,nan,0
1398,2021-10-30,nan,0
1399,2021-10-31,Sonntag,1
1400,2021-11-01,Montag,1
1401,2021-11-02,nan,0
1402,2021-11-03,nan,0
1403,2021-11-04,nan,0
1404,2021-11-05,nan,0
1405,2021-11-06,nan,0
1406,2021-11-07,nan,0
1407,2021-11-08,nan,0
1408,2021-11-09,nan,0
1409,2021-11-10,nan,0
1410,2021-11-11,nan,0
1411,2021-11-12,nan,0
1412,2021-11-13,nan,0
1413,2021-11-14,nan,0
1414,2021-11-15,nan,0
1415,2021-11-16,nan,0
1416,2021-11-17,Mittwoch,1
1417,2021-11-18,nan,0
1418,2021-11-19,nan,0
1419,2021-11-20,nan,0
1420,2021-11-21,nan,0
1421,2021-11-22,nan,0
1422,2021-11-23,nan,0
1423,2021-11-24,nan,0
1424,2021-11-25,nan,0
1425,2021-11-26,nan,0
1426,2021-11-27,nan,0
1427,2021-11-28,nan,0
1428,2021-11-29,nan,0
1429,2021-11-30,nan,0
1430,2021-12-01,nan,0
1431,2021-12-02,nan,0
1432,2021-12-03,nan,0
1433,2021-12-04,nan,0
1434,2021-12-05,nan,0
1435,2021-12-06,nan,0
1436,2021-12-07,nan,0
1437,2021-12-08,nan,0
1438,2021-12-09,nan,0
1439,2021-12-10,nan,0
1440,2021-12-11,nan,0
1441,2021-12-12,nan,0
1442,2021-12-13,nan,0
1443,2021-12-14,nan,0
1444,2021-12-15,nan,0
1445,2021-12-16,nan,0
1446,2021-12-17,nan,0
1447,2021-12-18,nan,0
1448,2021-12-19,nan,0
1449,2021-12-20,nan,0
1450,2021-12-21,nan,0
1451,2021-12-22,nan,0
1452,2021-12-23,nan,0
1453,2021-12-24,nan,0
1454,2021-12-25,Samstag,1
1455,2021-12-26,Sonntag,1
1456,2021-12-27,nan,0
1457,2021-12-28,nan,0
1458,2021-12-29,nan,0
1459,2021-12-30,nan,0
1460,2021-12-31,nan,0
1461,2022-01-01,nan,0
1462,2022-01-02,nan,0
1463,2022-01-03,nan,0
1464,2022-01-04,nan,0
1465,2022-01-05,nan,0
1466,2022-01-06,nan,0
1467,2022-01-07,nan,0
1468,2022-01-08,nan,0
1469,2022-01-09,nan,0
1470,2022-01-10,nan,0
1471,2022-01-11,nan,0
1472,2022-01-12,nan,0
1473,2022-01-13,nan,0
1474,2022-01-14,nan,0
1475,2022-01-15,nan,0
1476,2022-01-16,nan,0
1477,2022-01-17,nan,0
1478,2022-01-18,nan,0
1479,2022-01-19,nan,0
1480,2022-01-20,nan,0
1481,2022-01-21,nan,0
1482,2022-01-22,nan,0
1483,2022-01-23,nan,0
1484,2022-01-24,nan,0
1485,2022-01-25,nan,0
1486,2022-01-26,nan,0
1487,2022-01-27,nan,0
1488,2022-01-28,nan,0
1489,2022-01-29,nan,0
1490,2022-01-30,nan,0
1491,2022-01-31,nan,0
1492,2022-02-01,nan,0
1493,2022-02-02,nan,0
1494,2022-02-03,nan,0
1495,2022-02-04,nan,0
1496,2022-02-05,nan,0
1497,2022-02-06,nan,0
1498,2022-02-07,nan,0
1499,2022-02-08,nan,0
1500,2022-02-09,nan,0
1501,2022-02-10,nan,0
1502,2022-02-11,nan,0
1503,2022-02-12,nan,0
1504,2022-02-13,nan,0
1505,2022-02-14,nan,0
1506,2022-02-15,nan,0
1507,2022-02-16,nan,0
1508,2022-02-17,nan,0
1509,2022-02-18,nan,0
1510,2022-02-19,nan,0
1511,2022-02-20,nan,0
1512,2022-02-21,nan,0
1513,2022-02-22,nan,0
1514,2022-02-23,nan,0
1515,2022-02-24,nan,0
1516,2022-02-25,nan,0
1517,2022-02-26,nan,0
1518,2022-02-27,nan,0
1519,2022-02-28,nan,0
1520,2022-03-01,nan,0
1521,2022-03-02,nan,0
1522,2022-03-03,nan,0
1523,2022-03-04,nan,0
1524,2022-03-05,nan,0
1525,2022-03-06,nan,0
1526,2022-03-07,nan,0
1527,2022-03-08,nan,0
1528,2022-03-09,nan,0
1529,2022-03-10,nan,0
1530,2022-03-11,nan,0
1531,2022-03-12,nan,0
1532,2022-03-13,nan,0
1533,2022-03-14,nan,0
1534,2022-03-15,nan,0
1535,2022-03-16,nan,0
1536,2022-03-17,nan,0
1537,2022-03-18,nan,0
1538,2022-03-19,nan,0
1539,2022-03-20,nan,0
1540,2022-03-21,nan,0
1541,2022-03-22,nan,0
1542,2022-03-23,nan,0
1543,2022-03-24,nan,0
1544,2022-03-25,nan,0
1545,2022-03-26,nan,0
1546,2022-03-27,nan,0
1547,2022-03-28,nan,0
1548,2022-03-29,nan,0
1549,2022-03-30,nan,0
1550,2022-03-31,nan,0
1551,2022-04-01,nan,0
1552,2022-04-02,nan,0
1553,2022-04-03,nan,0
1554,2022-04-04,nan,0
1555,2022-04-05,nan,0
1556,2022-04-06,nan,0
1557,2022-04-07,nan,0
1558,2022-04-08,nan,0
1559,2022-04-09,nan,0
1560,2022-04-10,nan,0
1561,2022-04-11,nan,0
1562,2022-04-12,nan,0
1563,2022-04-13,nan,0
1564,2022-04-14,nan,0
1565,2022-04-15,nan,0
1566,2022-04-16,nan,0
1567,2022-04-17,nan,0
1568,2022-04-18,nan,0
1569,2022-04-19,nan,0
1570,2022-04-20,nan,0
1571,2022-04-21,nan,0
1572,2022-04-22,nan,0
1573,2022-04-23,nan,0
1574,2022-04-24,nan,0
1575,2022-04-25,nan,0
1576,2022-04-26,nan,0
1577,2022-04-27,nan,0
1578,2022-04-28,nan,0
1579,2022-04-29,nan,0
1580,2022-04-30,nan,0
1581,2022-05-01,nan,0
1582,2022-05-02,nan,0
1583,2022-05-03,nan,0
1584,2022-05-04,nan,0
1585,2022-05-05,nan,0
1586,2022-05-06,nan,0
1587,2022-05-07,nan,0
1588,2022-05-08,nan,0
1589,2022-05-09,nan,0
1590,2022-05-10,nan,0
1591,2022-05-11,nan,0
1592,2022-05-12,nan,0
1593,2022-05-13,nan,0
1594,2022-05-14,nan,0
1595,2022-05-15,nan,0
1596,2022-05-16,nan,0
1597,2022-05-17,nan,0
1598,2022-05-18,nan,0
1599,2022-05-19,nan,0
1600,2022-05-20,nan,0
1601,2022-05-21,nan,0
1602,2022-05-22,nan,0
1603,2022-05-23,nan,0
1604,2022-05-24,nan,0
1605,2022-05-25,nan,0
1606,2022-05-26,nan,0
1607,2022-05-27,nan,0
1608,2022-05-28,nan,0
1609,2022-05-29,nan,0
1610,2022-05-30,nan,0
1611,2022-05-31,nan,0
1612,2022-06-01,nan,0
1613,2022-06-02,nan,0
1614,2022-06-03,nan,0
1615,2022-06-04,nan,0
1616,2022-06-05,nan,0
1617,2022-06-06,nan,0
1618,2022-06-07,nan,0
1619,2022-06-08,nan,0
1620,2022-06-09,nan,0
1621,2022-06-10,nan,0
1622,2022-06-11,nan,0
1623,2022-06-12,nan,0
1624,2022-06-13,nan,0
1625,2022-06-14,nan,0
1626,2022-06-15,nan,0
1627,2022-06-16,nan,0
1628,2022-06-17,nan,0
1629,2022-06-18,nan,0
1630,2022-06-19,nan,0
1631,2022-06-20,nan,0
1632,2022-06-21,nan,0
1633,2022-06-22,nan,0
1634,2022-06-23,nan,0
1635,2022-06-24,nan,0
1636,2022-06-25,nan,0
1637,2022-06-26,nan,0
1638,2022-06-27,nan,0
1639,2022-06-28,nan,0
1640,2022-06-29,nan,0
1641,2022-06-30,nan,0
1642,2022-07-01,nan,0
1643,2022-07-02,nan,0
1644,2022-07-03,nan,0
1645,2022-07-04,nan,0
1646,2022-07-05,nan,0
1647,2022-07-06,nan,0
1648,2022-07-07,nan,0
1649,2022-07-08,nan,0
1650,2022-07-09,nan,0
1651,2022-07-10,nan,0
1652,2022-07-11,nan,0
1653,2022-07-12,nan,0
1654,2022-07-13,nan,0
1655,2022-07-14,nan,0
1656,2022-07-15,nan,0
1657,2022-07-16,nan,0
1658,2022-07-17,nan,0
1659,2022-07-18,nan,0
1660,2022-07-19,nan,0
1661,2022-07-20,nan,0
1662,2022-07-21,nan,0
1663,2022-07-22,nan,0
1664,2022-07-23,nan,0
1665,2022-07-24,nan,0
1666,2022-07-25,nan,0
1667,2022-07-26,nan,0
1668,2022-07-27,nan,0
1669,2022-07-28,nan,0
1670,2022-07-29,nan,0
1671,2022-07-30,nan,0
1672,2022-07-31,nan,0
1673,2022-08-01,nan,0
1674,2022-08-02,nan,0
1675,2022-08-03,nan,0
1676,2022-08-04,nan,0
1677,2022-08-05,nan,0
1678,2022-08-06,nan,0
1679,2022-08-07,nan,0
1680,2022-08-08,nan,0
1681,2022-08-09,nan,0
1682,2022-08-10,nan,0
1683,2022-08-11,nan,0
1684,2022-08-12,nan,0
1685,2022-08-13,nan,0
1686,2022-08-14,nan,0
1687,2022-08-15,nan,0
1688,2022-08-16,nan,0
1689,2022-08-17,nan,0
1690,2022-08-18,nan,0
1691,2022-08-19,nan,0
1692,2022-08-20,nan,0
1693,2022-08-21,nan,0
1694,2022-08-22,nan,0
1695,2022-08-23,nan,0
1696,2022-08-24,nan,0
1697,2022-08-25,nan,0
1698,2022-08-26,nan,0
1699,2022-08-27,nan,0
1700,2022-08-28,nan,0
1701,2022-08-29,nan,0
1702,2022-08-30,nan,0
1703,2022-08-31,nan,0
1704,2022-09-01,nan,0
1705,2022-09-02,nan,0
1706,2022-09-03,nan,0
1707,2022-09-04,nan,0
1708,2022-09-05,nan,0
1709,2022-09-06,nan,0
1710,2022-09-07,nan,0
1711,2022-09-08,nan,0
1712,2022-09-09,nan,0
1713,2022-09-10,nan,0
1714,2022-09-11,nan,0
1715,2022-09-12,nan,0
1716,2022-09-13,nan,0
1717,2022-09-14,nan,0
1718,2022-09-15,nan,0
1719,2022-09-16,nan,0
1720,2022-09-17,nan,0
1721,2022-09-18,nan,0
1722,2022-09-19,nan,0
1723,2022-09-20,nan,0
1724,2022-09-21,nan,0
1725,2022-09-22,nan,0
1726,2022-09-23,nan,0
1727,2022-09-24,nan,0
1728,2022-09-25,nan,0
1729,2022-09-26,nan,0
1730,2022-09-27,nan,0
1731,2022-09-28,nan,0
1732,2022-09-29,nan,0
1733,2022-09-30,nan,0
1734,2022-10-01,nan,0
1735,2022-10-02,nan,0
1736,2022-10-03,nan,0
1737,2022-10-04,nan,0
1738,2022-10-05,nan,0
1739,2022-10-06,nan,0
1740,2022-10-07,nan,0
1741,2022-10-08,nan,0
1742,2022-10-09,nan,0
1743,2022-10-10,nan,0
1744,2022-10-11,nan,0
1745,2022-10-12,nan,0
1746,2022-10-13,nan,0
1747,2022-10-14,nan,0
1748,2022-10-15,nan,0
1749,2022-10-16,nan,0
1750,2022-10-17,nan,0
1751,2022-10-18,nan,0
1752,2022-10-19,nan,0
1753,2022-10-20,nan,0
1754,2022-10-21,nan,0
1755,2022-10-22,nan,0
1756,2022-10-23,nan,0
1757,2022-10-24,nan,0
1758,2022-10-25,nan,0
1759,2022-10-26,nan,0
1760,2022-10-27,nan,0
1761,2022-10-28,nan,0
1762,2022-10-29,nan,0
1763,2022-10-30,nan,0
1764,2022-10-31,nan,0
1765,2022-11-01,nan,0
1766,2022-11-02,nan,0
1767,2022-11-03,nan,0
1768,2022-11-04,nan,0
1769,2022-11-05,nan,0
1770,2022-11-06,nan,0
1771,2022-11-07,nan,0
1772,2022-11-08,nan,0
1773,2022-11-09,nan,0
1774,2022-11-10,nan,0
1775,2022-11-11,nan,0
1776,2022-11-12,nan,0
1777,2022-11-13,nan,0
1778,2022-11-14,nan,0
1779,2022-11-15,nan,0
1780,2022-11-16,nan,0
1781,2022-11-17,nan,0
1782,2022-11-18,nan,0
1783,2022-11-19,nan,0
1784,2022-11-20,nan,0
1785,2022-11-21,nan,0
1786,2022-11-22,nan,0
1787,2022-11-23,nan,0
1788,2022-11-24,nan,0
1789,2022-11-25,nan,0
1790,2022-11-26,nan,0
1791,2022-11-27,nan,0
1792,2022-11-28,nan,0
1793,2022-11-29,nan,0
1794,2022-11-30,nan,0
1795,2022-12-01,nan,0
1796,2022-12-02,nan,0
1797,2022-12-03,nan,0
1798,2022-12-04,nan,0
1799,2022-12-05,nan,0
1800,2022-12-06,nan,0
1801,2022-12-07,nan,0
1802,2022-12-08,nan,0
1803,2022-12-09,nan,0
1804,2022-12-10,nan,0
1805,2022-12-11,nan,0
1806,2022-12-12,nan,0
1807,2022-12-13,nan,0
1808,2022-12-14,nan,0
1809,2022-12-15,nan,0
1810,2022-12-16,nan,0
1811,2022-12-17,nan,0
1812,2022-12-18,nan,0
1813,2022-12-19,nan,0
1814,2022-12-20,nan,0
1815,2022-12-21,nan,0
1816,2022-12-22,nan,0
1817,2022-12-23,nan,0
1818,2022-12-24,nan,0
1819,2022-12-25,nan,0
1820,2022-12-26,nan,0
1821,2022-12-27,nan,0
1822,2022-12-28,nan,0
1823,2022-12-29,nan,0
1824,2022-12-30,nan,0
1825,2022-12-31,nan,0
